" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0416627","\N","The Cab","The Cab","1938","Comedy"
"tt0417095","\N","The Romantic Young Lady","The Romantic Young Lady","1938","Comedy"
"tt0417384","\N","1066: And All That","1066: And All That","1939","Comedy,Musical"
"tt0417451","\N","L'avare","L'avare","1939",NULL
"tt0417557","nm0190706","Cserebere","Cserebere","1940","Comedy"
"tt0426153","nm0408033","Onna no machi","Onna no machi","1940",NULL
"tt0422577","nm1671944","Kintaro taiiku nikki","Kintaro taiiku nikki","1940","Animation,Short"
"tt0423142","nm1669668","Seisen","Seisen","1938","Documentary,Short"
"tt0420236","\N","Takaraduka shojo kageki nijugo shunen wo kataru","Takaraduka shojo kageki nijugo shunen wo kataru","1939","Documentary,Short"
"tt0420282","nm0959977","Umi no arawashi","Umi no arawashi","1939","Animation,Short"
"tt0485042","nm0836701","Schneeweißchen und Rosenrot","Schneeweißchen und Rosenrot","1938","Family,Fantasy"
"tt0442282","nm0765832","Junjô nijûsô","Junjô nijûsô","1939",NULL
"tt0464024","nm0280534","Glimpses of Washington State","Glimpses of Washington State","1940","Documentary,Short"
"tt0471374","nm1047314","Sawing gantingpala","Sawing gantingpala","1940","Drama,Romance"
"tt0787143","nm2217563","Ruben","Ruben","1938",NULL
"tt0489973","nm1806571,nm0495618","Kampf um den Himalaya","Kampf um den Himalaya","1938",NULL
"tt0674757","\N","Episode #1.120","Episode #1.120","1938",NULL
"tt0791409","nm1593768","Alipin ng palad","Alipin ng palad","1938",NULL
"tt0788161","nm1593768","Pasang krus","Pasang krus","1939","Drama"
"tt0788163","nm1968971","Patawad","Patawad","1940",NULL
"tt0029840","nm0415756","Adolf klarar skivan","Adolf klarar skivan","1938",NULL
"tt0896786","\N","Awit ng magulang","Awit ng magulang","1940",NULL
"tt0974632","nm2015202","El secreto dela confesion","El secreto dela confesion","1938",NULL
"tt0867244","nm1672010","Apâto kôkyôkyoku","Apâto kôkyôkyoku","1938",NULL
"tt0923932","nm0846629","Tairiku kôshinkyoku","Tairiku kôshinkyoku","1938","Drama"
"tt0029866","nm0024155","L'amor mio non muore!","L'amor mio non muore!","1938",NULL
"tt0030039","nm0282984","Dangerous to Know","Dangerous to Know","1938","Crime,Drama"
"tt0030052","nm0041678","A Desperate Adventure","A Desperate Adventure","1938","Comedy,Romance"
"tt0030055","nm0233091","The Childhood of Maxim Gorky","Detstvo Gorkogo","1938","Biography,Drama"
"tt0030156","nm0913297","Frauen für Golden Hill","Frauen für Golden Hill","1938","Adventure,Western"
"tt0030161","nm0782947","The Frontiersmen","The Frontiersmen","1938","Western"
"tt0030163","nm0726729","Fireworks","Fuochi d'artificio","1938","Comedy"
"tt0030207","nm0397227","Gun Law","Gun Law","1938","Romance,Western"
"tt0030291","nm0245385","Josette","Josette","1938","Comedy,Crime,Musical"
"tt0030315","nm0902025","The Green Hell","Kautschuk","1938","Adventure"
"tt0028729","nm0528012","Colour Flight","Colour Flight","1939","Animation,Short"
"tt0030347","nm0736610","The Last Warning","The Last Warning","1938","Mystery"
"tt0028994","nm0794973","Here's Flash Casey","Here's Flash Casey","1938","Action,Drama,Romance"
"tt0030356","nm0197900","Lenkene brytes","Lenkene brytes","1938","Drama,Short"
"tt0030378","nm0949597","Little Tough Guy","Little Tough Guy","1938","Crime,Drama"
"tt0030383","nm0736610","The Lone Wolf in Paris","The Lone Wolf in Paris","1938","Mystery"
"tt0030388","nm0198246,nm0362041","Love and Curses","Love and Curses","1938","Animation,Comedy,Family"
"tt0030398","nm0023813","Honeysuckle","Madreselva","1938","Musical"
"tt0030419","nm0005847","The Marines Are Here","The Marines Are Here","1938","Action,Comedy,Drama"
"tt0030484","nm0782947","The Mysterious Rider","The Mysterious Rider","1938","Action,Crime,Drama"
"tt0030500","nm0437717","Next Time I Marry","Next Time I Marry","1938","Comedy,Romance"
"tt0030577","nm0936252","Petermann ist dagegen","Petermann ist dagegen","1938",NULL
"tt0030595","nm0789313","Polar Trappers","Polar Trappers","1938","Animation,Comedy,Family"
"tt0030601","nm0163332","Porky & Daffy","Porky & Daffy","1938","Animation,Comedy,Family"
"tt0032450","nm0354329","Falstaff in Vienna","Falstaff in Wien","1940","Music,Romance"
"tt0032494","nm0537881","Friedrich Schiller - Der Triumph eines Genies","Friedrich Schiller - Der Triumph eines Genies","1940","Drama"
"tt0032636","nm0045800","Invisible Stripes","Invisible Stripes","1939","Crime,Drama,Film-Noir"
"tt0032643","nm0782597","It All Came True","It All Came True","1940","Comedy,Crime,Drama"
"tt0032698","nm0418079","Leidenschaft","Leidenschaft","1940","Drama"
"tt0032818","nm0127511","The Mummy's Hand","The Mummy's Hand","1940","Adventure,Fantasy,Horror"
"tt0032822","nm0408348","Miyamoto Musashi - Dai-ichi-bu: Kusawake no hitobito - Dai-ni-bu: Eitatsu no mon","Miyamoto Musashi - Dai-ichi-bu: Kusawake no hitobito - Dai-ni-bu: Eitatsu no mon","1940","Drama"
"tt0032951","nm0621187","Punar Milan","Punar Milan","1940",NULL
"tt0032994","nm0266691","Ein Robinson","Ein Robinson","1940",NULL
"tt0033000","nm0411208","Romeo in Rhythm","Romeo in Rhythm","1940","Animation,Family,Romance"
"tt0033075","nm0434908","Son of Ingagi","Son of Ingagi","1940","Horror"
"tt0033095","nm0467396","Spring Parade","Spring Parade","1940","Comedy,Musical"
"tt0033115","nm0237424","Sunday Sinners","Sunday Sinners","1940","Comedy,Drama,Musical"
"tt0033266","nm0130725,nm0281487","Wimmin Hadn't Oughta Drive","Wimmin Hadn't Oughta Drive","1940","Animation,Comedy,Family"
"tt0033267","nm0281487,nm0101466","Wimmin Is a Myskery","Wimmin Is a Myskery","1940","Animation,Comedy,Family"
"tt0033280","nm0281487","You Can't Shoe a Horse Fly","You Can't Shoe a Horse Fly","1940","Animation,Family,Short"
"tt0033782","nm0800373","Keeping Company","Keeping Company","1940","Drama"
"tt0030624","nm0305908","Prisioneros de guerra","Prisioneros de guerra","1938","Documentary,Short,War"
"tt0030626","nm0003422","Prison Farm","Prison Farm","1938","Adventure,Crime,Drama"
"tt0030650","nm0045800","Racket Busters","Racket Busters","1938","Crime,Drama"
"tt0030695","nm0737053","Romance à la carte","Romance à la carte","1938","Comedy"
"tt0031142","nm0209142","Casanova heiratet","Casanova heiratet","1940",NULL
"tt0030825","nm0500837","Sygnaly","Sygnaly","1938","Drama,Romance"
"tt0030913","nm0682176","Der unmögliche Herr Pitt","Der unmögliche Herr Pitt","1938",NULL
"tt0030945","nm0726729","La voce senza volto","La voce senza volto","1939",NULL
"tt0030960","nm0823864","Western Jamboree","Western Jamboree","1938","Action,Adventure,Music"
"tt0031091","nm0059106","Behind Prison Gates","Behind Prison Gates","1939","Action,Adventure,Crime"
"tt0031110","nm0247484","Blue Montana Skies","Blue Montana Skies","1939","Comedy,Music,Western"
"tt0031145","nm0657535","Cavalleria rusticana","Cavalleria rusticana","1939","Drama,Musical"
"tt0031182","nm0317856","La corrida de la Victoria","La corrida de la Victoria","1939","Documentary,Short"
"tt0031186","nm0796645","Cousin Wilbur","Cousin Wilbur","1939","Comedy,Family,Short"
"tt0031207","nm0257638,nm0936823","Daredevils of the Red Circle","Daredevils of the Red Circle","1939","Action,Adventure,Crime"
"tt0031223","nm0035530","Desfile de la Victoria en Valencia","Desfile de la Victoria en Valencia","1939","Documentary,Short"
"tt0031310","nm0839846","It Always Ends That Way","Finisce sempre così","1939","Musical"
"tt0031316","nm0232980","Five Times Five","Five Times Five","1939","Biography,Documentary,History"
"tt0031352","nm0172485","Fugitive at Large","Fugitive at Large","1939","Action,Adventure,Crime"
"tt0031477","nm0188669","In Name Only","In Name Only","1939","Drama,Romance"
"tt0031501","nm0362041,nm0198246","It's an Ill Wind","It's an Ill Wind","1939","Animation,Comedy,Family"
"tt0031569","nm0374871","Liebe - streng verboten!","Liebe - streng verboten!","1939","Comedy,Romance"
"tt0031623","nm0783509","Ein Mann auf Abwegen","Ein Mann auf Abwegen","1940","Adventure,Comedy"
"tt0031685","nm0624756","Murder Will Out","Murder Will Out","1939","Crime,Drama"
"tt0031755","nm0002542","On Trial","On Trial","1939","Drama"
"tt0031810","\N","Popular Science","Popular Science","1939","Documentary,Short"
"tt0031833","nm0496505","Racketeers of the Range","Racketeers of the Range","1939","Western"
"tt0031882","nm0848509","Las ruinas del Alcázar","Las ruinas del Alcázar","1939","Documentary,Short,War"
"tt0031935","nm0279404","Slick Sleuth","Slick Sleuth","1939","Animation,Short"
"tt0032019","nm0869664","They All Come Out","They All Come Out","1939","Crime,Drama"
"tt0032027","nm0896533","Those High Grey Walls","Those High Grey Walls","1939","Action,Crime,Drama"
"tt0032052","nm0558127","Trappola d'amore","Trappola d'amore","1940",NULL
"tt0032159","nm0758508","The Zero Hour","The Zero Hour","1939","Drama,Romance"
"tt0032190","nm0163332","Ali-Baba Bound","Ali-Baba Bound","1940","Animation,Comedy,Family"
"tt0032245","nm0342417","Before I Hang","Before I Hang","1940","Crime,Horror,Sci-Fi"
"tt0032267","nm0078485,nm0898418","Boda en el pueblo","Boda en el pueblo","1940","Documentary,Short"
"tt0032278","nm0890472","Brat geroya","Brat geroya","1940","Family"
"tt0032283","nm0002542","British Intelligence","British Intelligence","1940","Romance,Thriller,War"
"tt0032327","nm0025874","El charro Negro","El charro Negro","1940","Adventure,Drama,Western"
"tt0032357","nm0192580","Contraste","Contraste","1940","Musical,Short"
"tt0032393","nm0582339","El diablo oportuno","El diablo oportuno","1940","Animation,Short"
"tt0032440","nm0229424","Emergency Squad","Emergency Squad","1940","Action,Crime,Drama"
"tt0121836","nm0845290","Pikku pelimanni","Pikku pelimanni","1939","Drama,Family,Music"
"tt0126071","nm0945428","Enoken no songokû: songokû zenko-hen","Enoken no songokû: songokû zenko-hen","1940","Comedy,Family,Fantasy"
"tt0126271","nm0294137","Drafted in the Depot","Drafted in the Depot","1940","Comedy,Short"
"tt0127683","\N","Meat and Romance","Meat and Romance","1940","Short"
"tt0131489","nm0374871","Monika","Monika","1938","Drama"
"tt0129432","nm0168685","Os Toiros na Faina Agrícola Ribatejana","Os Toiros na Faina Agrícola Ribatejana","1939","Documentary"
"tt0125692","nm0774256","Champagnegaloppen","Champagnegaloppen","1938","Family"
"tt0140828","\N","Automobilismo: A II Rampa do Gradil, Ganha por Manoel de Oliveira, Num Carro Edford","Automobilismo: A II Rampa do Gradil, Ganha por Manoel de Oliveira, Num Carro Edford","1938","Documentary"
"tt0135426","nm0691283","Gang Smashers","Gang Smashers","1938","Crime,Music"
"tt0135746","nm0704841","Achtung! Feind hört mit!","Achtung! Feind hört mit!","1940","Drama,History,Romance"
"tt0141602","nm0412650","Midnight Frolics","Midnight Frolics","1938","Animation,Comedy,Musical"
"tt0142092","nm0745890","Artie Shaw's Class in Swing","Artie Shaw's Class in Swing","1939","Music,Short"
"tt0137882","nm0876343","Kiusaus","Kiusaus","1938","Drama"
"tt0140855","nm0412650","Blackboard Revue","Blackboard Revue","1940","Animation,Short"
"tt0148099","nm0412650","The Egg Hunt","The Egg Hunt","1940","Animation,Short"
"tt0152442","nm0319013","Silly Superstition","Silly Superstition","1939","Animation,Short"
"tt0152554","nm0421165","Speaking from America","Speaking from America","1938","Documentary,Short"
"tt0156644","nm0080389","Jhuthi Sharm","Jhuthi Sharm","1940",NULL
"tt0149758","nm0522772","Baby Kittens","Baby Kittens","1938","Animation,Short"
"tt0150309","nm0806361","Deti na zakázku","Deti na zakázku","1938","Comedy"
"tt0150568","\N","Fish Follies","Fish Follies","1940","Animation,Short"
"tt0154214","nm0052331","Bekar Nashan","Bekar Nashan","1938",NULL
"tt0156645","nm0097887","Jiban Maran","Jiban Maran","1938",NULL
"tt0154447","nm0052331","Ekalabya","Ekalabya","1938",NULL
"tt0168904","nm0294758","Jiný vzduch","Jiný vzduch","1939","Drama,Musical"
"tt0156281","nm0097872","Amar Geeti","Amar Geeti","1940",NULL
"tt0156524","nm0386162","The Eternal Jew","Der ewige Jude","1940","Documentary,History"
"tt0150929","nm0805628","Holka nebo kluk","Holka nebo kluk","1939","Comedy"
"tt0159048","nm0173017","Tricoche et Cacolet","Tricoche et Cacolet","1938","Comedy"
"tt0161729","nm0232705","Just a Little Bull","Just a Little Bull","1940","Animation,Short"
"tt0174853","nm0777706","Latin Hi-Hattin","Latin Hi-Hattin","1938","Comedy,Music,Short"
"tt0161998","nm0232705","Swiss Ski Yodelers","Swiss Ski Yodelers","1940","Animation,Short,Sport"
"tt0170761","nm0162272","Veselá bída","Veselá bída","1939","Comedy,Musical"
"tt0166289","nm0834496","Nuits de princes","Nuits de princes","1938","Drama"
"tt0166511","nm0520419","Boobs in the Woods","Boobs in the Woods","1940","Comedy,Short"
"tt0167144","nm0294758","Eva tropí hlouposti","Eva tropí hlouposti","1939","Comedy"
"tt0178922","\N","Tacoma Narrows Bridge Collapse","Tacoma Narrows Bridge Collapse","1940","Documentary,Short"
"tt0176611","nm0521661","The City of Little Men","The City of Little Men","1938","Documentary,Short"
"tt0185499","nm0898106","El miedo a la vida","El miedo a la vida","1938",NULL
"tt0180839","nm0061850","El misterio de la dama gris","El misterio de la dama gris","1939","Short"
"tt0181010","nm0412650","Snowtime","Snowtime","1938","Animation,Comedy,Fantasy"
"tt0194312","nm0729524","Le roi des galéjeurs","Le roi des galéjeurs","1940","Comedy"
"tt0191041","nm0184351","Le club des fadas","Le club des fadas","1939","Comedy"
"tt0185590","\N","Padre a la fuerza","Padre a la fuerza","1939",NULL
"tt0209082","nm0699877,nm0795528","Twenty Years of Soviet Cinema","Kino za XX let","1940","Documentary"
"tt0197593","nm0739501","Isabelita","Isabelita","1940","Comedy"
"tt0191993","nm0655065,nm0815076","Pasha's Wives","L'esclave blanche","1939","Comedy,Drama"
"tt0193533","nm0409965","Su nombre es mujer","Su nombre es mujer","1940","Drama,Musical,Romance"
"tt0227707","nm0124571","The Girls Aunt","La tía de las muchachas","1938","Comedy,Drama"
"tt0224721","\N","The Capital City: Washington, D.C.","The Capital City: Washington, D.C.","1940","Documentary,History,Short"
"tt0213712","nm0871740","Heroes at Leisure","Heroes at Leisure","1939","Documentary,Short,Sport"
"tt0213990","nm0220813","Payame Haq","Payame Haq","1939","Adventure,Drama"
"tt0214033","nm0222222,nm0222221","Raigad","Raigad","1940",NULL
"tt0228116","nm0729466","Cantinflas ruletero","Cantinflas ruletero","1940","Comedy,Short"
"tt0230034","nm0729466","The Fatal Kiss","El beso mortal","1938","Drama"
"tt0231764","nm0006371","Hum Tum Aur Woh","Hum Tum Aur Woh","1938",NULL
"tt0250044","nm0251456","Le tigre du Bengale","Le tigre du Bengale","1938","Adventure"
"tt0237654","nm0538305","Rikta","Rikta","1939",NULL
"tt0238758","\N","Zirkusblut","Zirkusblut","1940",NULL
"tt0234027","nm0329574","Kennedy's Castle","Kennedy's Castle","1938","Comedy,Short"
"tt0242168","nm0311174","The Wheat Ripens","Érik a búzakalász","1939","Drama"
"tt0262115","\N","The White Chateau","The White Chateau","1938","Drama"
"tt0259093","nm0376221","Vincent Lopez and His Orchestra","Vincent Lopez and His Orchestra","1939","Music,Short"
"tt0262116","\N","White Secrets","White Secrets","1938","Drama"
"tt0263186","nm0805623","Cestou krízovou","Cestou krízovou","1938","Drama"
"tt0284302","nm0745890","Meet the Maestros","Meet the Maestros","1938","Music,Short"
"tt0280404","nm0757989","Wings of the Desert","Agnihat el sahara","1940","Drama,Romance"
"tt0280570","nm0144968","Concours de chants de pinsons à Verviers","Concours de chants de pinsons à Verviers","1938","Documentary"
"tt0289896","nm0549893,nm0839846","The Gossiper","La chismosa","1938",NULL
"tt0282498","nm0187017","Four New Apple Dishes","Four New Apple Dishes","1940","Documentary,Short"
"tt0302631","nm0811838","Hay Fever","Hay Fever","1939","Comedy"
"tt0292625","nm0946391","Picketing for Love","Picketing for Love","1938","Comedy,Musical,Short"
"tt0308986","nm0836701","Tischlein deck Dich, Esel streck Dich, Knüppel aus dem Sack","Tischlein deck Dich, Esel streck Dich, Knüppel aus dem Sack","1938",NULL
"tt0304472","\N","Night Descends on Treasure Island","Night Descends on Treasure Island","1940","Documentary,Short"
"tt0308089","nm0409965","Canto de amor","Canto de amor","1940","Drama,Musical,Romance"
"tt0316217","nm0622905","Mandinga en la sierra","Mandinga en la sierra","1939","Comedy,Drama"
"tt0334161","nm1194519","At the Stone Table","Pri kamniti mizi","1938","Documentary,Short"
"tt0335620","nm0932852","BBC TV Cricket","BBC TV Cricket","1938","Sport"
"tt0332334","nm0905561","Punjab Mail","Punjab Mail","1939",NULL
"tt0409917","nm1615004","Dschungel-Geheimnisse","Dschungel-Geheimnisse","1939","Documentary"
"tt0349764","nm0863142","Lyudi doliny Sumbar","Lyudi doliny Sumbar","1938",NULL
"tt0363053","nm0946391","Sea Melody","Sea Melody","1938","Comedy,Musical,Romance"
"tt0373953","nm1222110","Kahan Hai Manzil Teri","Kahan Hai Manzil Teri","1939",NULL
"tt0329735","\N","Verdensberømtheder i København","Verdensberømtheder i København","1939","Short"
"tt0391071","nm0149830","Devi Phullara","Devi Phullara","1938","Drama"
"tt0411255","\N","The Crooked Billet","The Crooked Billet","1938",NULL
