" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0031378","nm0229424","Golden Gloves","Golden Gloves","1940","Crime,Drama,Sport"
"tt0031396","nm0511399","Gubben kommer","Gubben kommer","1939","Drama"
"tt0031398","nm0828419","Gunga Din","Gunga Din","1939","Adventure,Comedy,War"
"tt0031406","nm0434908","Harlem Rides the Range","Harlem Rides the Range","1939","Western"
"tt0031426","nm0737053","His Lordship Goes to Press","His Lordship Goes to Press","1938","Comedy"
"tt0031457","nm0215415","El huésped del sevillano","El huésped del sevillano","1940","Drama"
"tt0031460","nm0401081","Heroes of the Marne","Le héros de la Marne","1938","Drama,Romance,War"
"tt0031478","nm0437356","In Old Caliente","In Old Caliente","1939","Comedy,Music,Western"
"tt0031493","nm0749484","Invitation to Happiness","Invitation to Happiness","1939","Drama,Romance"
"tt0031494","nm0640903","Ireland's Border Line","Ireland's Border Line","1938","Comedy"
"tt0031534","nm0342417","King of Chinatown","King of Chinatown","1939","Action,Crime,Drama"
"tt0031567","nm0285962","Let's Be Famous","Let's Be Famous","1939","Comedy"
"tt0031579","nm0005062","The Little Lion Hunter","The Little Lion Hunter","1939","Animation,Comedy,Family"
"tt0031594","nm0657162","Love on the Range","Love on the Range","1939","Short"
"tt0031648","nm0709850","Midnight Shadow","Midnight Shadow","1939","Mystery"
"tt0031652","nm0342417,nm0229424","Million Dollar Legs","Million Dollar Legs","1939","Comedy"
"tt0031663","nm0478303","La mode rêvée","La mode rêvée","1939","Short"
"tt0031741","nm0746753","Harvest of Hate","Odio","1940","Drama,Romance"
"tt0031753","nm0596410","Ombyte förnöjer","Ombyte förnöjer","1939",NULL
"tt0031772","nm0384616","Overland Mail","Overland Mail","1939","Western"
"tt0031823","nm0568915","Pride of the Blue Grass","Pride of the Blue Grass","1939","Drama"
"tt0031883","nm0515979","Rulers of the Sea","Rulers of the Sea","1939","Drama"
"tt0031948","nm0730743","Il socio invisibile","Il socio invisibile","1939",NULL
"tt0031992","nm0436132","Süt a nap","Süt a nap","1939","Comedy,Romance"
"tt0031997","nm0568915","Sweepstakes Winner","Sweepstakes Winner","1939","Comedy"
"tt0032006","nm0218503","Taming of the West","Taming of the West","1939","Western"
"tt0032033","nm0000813","Thugs with Dirty Mugs","Thugs with Dirty Mugs","1939","Animation,Comedy,Crime"
"tt0032038","nm0614872,nm0128715","Time Out for Lessons","Time Out for Lessons","1939","Comedy,Family,Musical"
"tt0032069","nm0598264","Typhoon Treasure","Typhoon Treasure","1938","Action,Adventure"
"tt0032115","nm0332539","We Are Not Alone","We Are Not Alone","1939","Crime,Drama,History"
"tt0032121","nm0786607","What Men Live by","What Men Live by","1938","Drama,Fantasy,History"
"tt0032131","nm0112897","Winner Take All","Winner Take All","1939","Drama"
"tt0032243","nm0000813","The Bear's Tale","The Bear's Tale","1940","Animation,Comedy,Family"
"tt0032244","nm0005062","Bedtime for Sniffles","Bedtime for Sniffles","1940","Animation,Comedy,Family"
"tt0032246","nm0763798","Behind the News","Behind the News","1940","Drama"
"tt0032247","nm0840042","Beyond Tomorrow","Beyond Tomorrow","1940","Drama,Fantasy,Romance"
"tt0032331","nm0163332","The Chewin' Bruin","The Chewin' Bruin","1940","Animation,Comedy,Family"
"tt0032407","nm0538966","Dopo divorzieremo","Dopo divorzieremo","1940","Comedy"
"tt0032484","nm0000033","Foreign Correspondent","Foreign Correspondent","1940","Action,Romance,Thriller"
"tt0032513","nm0567757","Gaucho Serenade","Gaucho Serenade","1940","Western"
"tt0032516","nm0038089","Gentleman att hyra","Gentleman att hyra","1940","Comedy"
"tt0032554","nm0002545","The Great McGinty","The Great McGinty","1940","Comedy"
"tt0032590","\N","Hi-Yo Silver","Hi-Yo Silver","1940","Western"
"tt0032603","nm0000813","Holiday Highlights","Holiday Highlights","1940","Animation,Comedy,Family"
"tt0032604","nm0942007","Home Movies","Home Movies","1940","Comedy,Short"
